cloudnum,RGAL_KPC,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_PC_nn,RAD_PC_nn2,RAD_PC_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,1.4735439663039056,52.88951842097632,0.006081407194873962,-51.9013369237373,2.0,8.0,3.0,103.74237125424051,229.22555618027712,234.14178691724945,2.2578973018410693,4.988971801541604,5.0959709377868565,1.1276344701547891,2.4915821323943184,2.5450194230135823,961689.6399448577,914424.0376456496,1600109.701799033,2.072376492546408,,3.867727101737832,,,28.322400408066695,96.82123478825741,98.28424072568198,92.27681091549438
2,1.3898145209574595,52.88925336843916,0.00591780354803419,-51.90180445872026,1.0,3.0,4.0,103.74237125424051,134.0229187962625,234.17330651398652,2.2578973018410693,2.9169372463382595,5.096656944975309,1.1276344701547891,1.4567708564811146,2.5453620273259414,352458.38131682086,1600109.701799033,1539944.7834594157,3.998175783760452,3.867727101737832,3.808740476786856,,28.322400408066695,27.849232226836687,63.01650356410589,92.27681091549438,97.11476623033454
3,1.344233977308191,52.88926999769725,0.0059279795513090296,-51.902444290105215,4.0,2.0,5.0,123.81469620966575,134.0229187962625,202.72486166380332,2.6947607339238338,2.9169372463382595,4.412198339336644,1.3458119153224546,1.4567708564811146,2.2035311050413413,1539944.7834594157,961689.6399448577,1674075.1651661424,3.808740476786856,2.072376492546408,3.7247332030957008,27.849232226836687,,26.616562985181563,97.11476623033454,96.82123478825741,92.90703600364512
4,1.2359784109734198,52.88855126540646,0.005484472349855478,-51.90283516765109,5.0,3.0,14.0,87.1593048075,123.81469620966575,180.53051403802615,1.8969757175967141,2.6947607339238338,3.9291502171999846,0.9473837479076092,1.3458119153224546,1.962288196065503,1674075.1651661424,1600109.701799033,1865922.7411917292,3.7247332030957008,3.867727101737832,3.7382511791653643,26.616562985181563,28.322400408066695,41.437615130424135,92.90703600364512,92.27681091549438,107.71047110830754
5,1.208343142801594,52.88836600959488,0.0053701222468535426,-51.90323530395227,4.0,14.0,3.0,87.1593048075,95.42590937925907,202.72486166380332,1.8969757175967141,2.0768939509308963,4.412198339336644,0.9473837479076092,1.0372381454267294,2.2035311050413413,1539944.7834594157,1865922.7411917292,1600109.701799033,3.808740476786856,3.7382511791653643,3.867727101737832,27.849232226836687,41.437615130424135,28.322400408066695,97.11476623033454,107.71047110830754,92.27681091549438
6,1.3836201029929078,52.88880168326872,0.00563876252279713,-51.90456285280114,13.0,9.0,15.0,103.27337110056132,210.4332103686706,211.52570450919967,2.247689763987899,4.579966431890808,4.6037439833613885,1.122536642397406,2.28731750400729,2.299192440317389,1311219.718550173,230233.06458065062,1536529.580628099,5.3241837412238935,3.3115760868242683,3.5994289260980095,,,51.04312011027371,84.74775440295353,60.58737359549307,111.56150772133543
7,1.5880746947825088,52.88730826410616,0.004717841351855615,-51.90000710025575,19.0,23.0,24.0,85.20464132491573,95.29560192957548,177.53939171982017,1.8544335108785128,2.0740578788853736,3.8640500374942137,0.9261374057056064,1.0358217601040816,1.9297759969545685,1374744.7071182937,387444.5768536868,1263303.0754104762,1.3687100059417252,3.597461618503433,1.0292462215477236,,23.163355562968746,88.49174308327302,79.45124188650459,87.82115094239518,162.43775726651128
8,1.394343763807263,52.88786148551701,0.00505909301098654,-51.90094610232314,21.0,19.0,23.0,18.38922508468921,161.34459513218047,209.08850844744,0.4002316623350817,3.511578939359352,4.550699712776722,0.1998828813553176,1.753745599262832,2.2727011787765226,775725.4314868365,1374744.7071182937,387444.5768536868,0.9077530644390877,1.3687100059417252,3.597461618503433,,,23.163355562968746,114.93859208033312,79.45124188650459,87.82115094239518
9,1.2925646207652477,52.88754426421132,0.004862899543311984,-51.90520124788668,15.0,13.0,6.0,101.17374508069182,184.31708144935718,210.4332103686706,2.201992525069766,4.011562834512645,4.579966431890808,1.099714620442303,2.003446537493014,2.28731750400729,1536529.580628099,1311219.718550173,1130507.600234954,3.5994289260980095,5.3241837412238935,2.630599405433335,51.04312011027371,,65.04820798251649,111.56150772133543,84.74775440295353,133.02073718917416
10,0.5527040388212929,52.88361989858107,0.002441753780240031,-51.904313409327926,18.0,17.0,25.0,84.13526407519075,111.95467789907049,130.02338907847124,1.8311590861896168,2.4366337697960097,2.8298896181680595,0.914513739947726,1.2168986728159843,1.4132977073746882,804975.4586600175,602278.8902767663,284223.60286136606,2.034749801995929,5.57739579158175,,,,,81.40099661291255,67.51036295419766,56.11227192498649
