cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,259.2569206056401,0.0041462579260190795,-62.82144175018039,7.0,5.0,36.0,427.19173186365197,445.0220720555631,563.288960171833,5.075683302748686,5.287534687604838,6.6927240311836895,3.5599310988637702,3.7085172671296966,4.694074668098613,3993589.6302001756,763971.5849376667,2133735.54457197,13.168766987083627,2.996732536064178,10.453479812196711,212.81718014416782,135.86825527216288,213.21836604806333
2,259.2497704403034,0.0008803234951429512,-62.82106768206465,109.0,131.0,193.0,118.16780531558821,162.50500996215297,222.06473950072902,1.4040120901830162,1.9308050792077835,2.6384646666636247,0.9847317109632362,1.3542084163512762,1.8505394958394108,38187714.476928666,28373623.86321288,49118510.50244687,18.53828740432454,15.50272227492796,29.530207418165844,171.14596139380842,142.92467205489012,154.720446464284
3,259.29799887053053,0.02290505095457424,-62.82699254084592,10.0,16.0,13.0,337.2217075090145,380.1436445340088,550.014711026388,4.006703459968212,4.516680931041852,6.535005892655753,2.810180895908457,3.167863704450077,4.583455925219905,845185.8174192712,2073380.808900152,1769619.9071835633,5.433837754993582,3.6936137856095415,3.4936483620827623,191.7865948496161,149.00568313869545,181.53518036274022
4,259.2817785485885,0.015498896495623759,-62.824480250107285,21.0,15.0,30.0,359.12500519276637,392.53367621471585,476.34025553452506,4.266947734461888,4.6638932299502125,5.659642032152702,2.99270837660639,3.2711139684559694,3.96950212945438,6282718.70321414,1030390.2038782294,1972661.2403648447,6.923769149166745,3.8173244618456557,4.765759914380398,211.93689228943916,144.12564746111275,182.62081059079657
5,259.2564036508936,0.00390984009683405,-62.82363091129079,31.0,53.0,1.0,259.00386101388625,384.44204334724265,445.0220720555631,3.0773572488411727,4.567752404241264,5.287534687604838,2.1583655084490543,3.2036836945603584,3.7085172671296966,906285.5858962958,1173792.162306606,806587.601840203,5.947099945897089,10.47485537712206,9.726959125139475,188.35152614430544,138.7860283556743,221.7142372232276
6,259.2959699635408,0.0219752314260115,-62.83135581912114,9.0,23.0,19.0,434.52041806641677,448.7213244813372,561.7053287625702,5.162759169194366,5.3314873963528315,6.673908097020737,3.6210034838868106,3.739344370677814,4.68087773968809,2456784.180714698,379789.584011521,3471342.902117681,5.302871847218064,6.20952941848956,4.572572145006257,212.5923615906614,114.9854552123104,201.29709033795308
7,259.2533361821123,0.002509132557399985,-62.820104807450846,113.0,170.0,2.0,308.4895239535791,361.3784787690756,382.41623577057237,3.665321702208956,4.293722405765939,4.543682749038368,2.5707460329464955,3.011487323075633,3.186801964754774,24376166.333481435,8928565.914400626,19852025.05232672,22.65782463509568,10.01325239967464,13.89292913976767,192.48313035798813,161.70784518900675,226.80834185718643
8,259.29512684461395,0.02158818304906737,-62.83417640068661,23.0,6.0,19.0,187.42451421649312,575.4074438556819,842.7050367111201,2.2268864455412016,6.8367099295539715,10.01260924530733,1.5618709518041107,4.795062032130686,7.022541972592674,379789.584011521,1562364.4261135582,3471342.902117681,6.20952941848956,1.8893993835722833,4.572572145006257,114.9854552123104,219.34378837739894,201.29709033795308
9,259.2935419772371,0.020867893538405936,-62.829512995029965,28.0,19.0,6.0,289.9200236912448,403.0401149884397,434.52041806641677,3.4446879787735014,4.788725598831738,5.162759169194366,2.416000197427042,3.358667624903668,3.6210034838868106,3366080.3315975475,3471342.902117681,1562364.4261135582,3.5847610252095694,4.572572145006257,1.8893993835722833,165.36075603801976,201.29709033795308,219.34378837739894
10,259.2994987154994,0.023588777722838256,-62.82851453079057,3.0,9.0,6.0,337.2217075090145,585.772834438013,660.3883151832379,4.006703459968212,6.959866432784232,7.8464110952778,2.810180895908457,4.881440286983446,5.503235959860321,3102571.5858420925,2456784.180714698,1562364.4261135582,3.8276180194984417,5.302871847218064,1.8893993835722833,174.04366938798358,212.5923615906614,219.34378837739894
11,259.29087145213873,0.0196496970302677,-62.82761009016964,13.0,28.0,9.0,254.48152738800158,315.2867241773893,456.6525727872892,3.0236250916802097,3.7460827120977065,5.42572261111425,2.120679394900016,2.6273893681449136,3.805438106560747,1769619.9071835633,3366080.3315975475,2456784.180714698,3.4936483620827623,3.5847610252095694,5.302871847218064,181.53518036274022,165.36075603801976,212.5923615906614
12,259.28341708639385,0.01624555902687184,-62.827534409147965,20.0,34.0,15.0,145.53769970811732,313.6938195563643,320.213930798666,1.7292077941356725,3.727156598166296,3.804625372246356,1.212814164234312,2.6141151629697053,2.66844942332222,1830935.1626546478,1803687.5517881643,1030390.2038782294,4.367999631275199,4.531560129446416,3.8173244618456557,132.70032389684152,119.2782794398597,144.12564746111275
13,259.2921404606516,0.0202299828100366,-62.8264926488647,11.0,22.0,16.0,254.48152738800158,320.05391047607515,507.5999611133332,3.0236250916802097,3.8027240890077225,6.031054570880951,2.120679394900016,2.667115920633962,4.2299996759444465,6695282.995966714,3435507.4661553255,2073380.808900152,4.013832500779792,3.207708388824226,3.6936137856095415,169.04349807222516,181.06468542606694,149.00568313869545
14,259.28635493474,0.017586041950697243,-62.82945019989818,20.0,18.0,28.0,350.10550480110464,366.2433440376863,386.71749776463975,4.159782440467609,4.351524356441076,4.594788241152628,2.917545873342541,3.052027866980722,3.2226458147053347,1830935.1626546478,5523935.261408091,3366080.3315975475,4.367999631275199,3.954812498742923,3.5847610252095694,132.70032389684152,171.72514752544734,165.36075603801976
15,259.28101493143043,0.015149154919481603,-62.826390687330885,29.0,12.0,4.0,161.6744058804964,320.213930798666,392.53367621471585,1.9209362475942433,3.804625372246356,4.6638932299502125,1.3472867156708048,2.66844942332222,3.2711139684559694,2098652.3180137146,1201082.3116620728,3382934.4963118345,4.111940323423242,5.8319620794545415,9.980507449465543,159.68650094083182,139.67248743203578,267.63326249629887
16,259.2968370215588,0.02237583210843269,-62.82518764507561,3.0,13.0,22.0,380.1436445340088,507.5999611133332,619.7127574103546,4.516680931041852,6.031054570880951,7.363124004216522,3.167863704450077,4.2299996759444465,5.164272978419627,3102571.5858420925,1769619.9071835633,3435507.4661553255,3.8276180194984417,3.4936483620827623,3.207708388824226,174.04366938798358,181.53518036274022,181.06468542606694
