cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,MLUM_MSUN_nn,MLUM_MSUN_nn2,MLUM_MSUN_nn3,SIGV_KMS_nn,SIGV_KMS_nn2,SIGV_KMS_nn3,RAD_NODC_nn,RAD_NODC_nn2,RAD_NODC_nn3
1,169.5601309922227,-0.007499894986602583,-32.82056331208871,9.0,5.0,177.0,145.68648305652394,167.83596596020715,230.53148538476128,1.7987790427316934,2.072256889259372,2.846353319127274,1.2140540254710341,1.398633049668394,1.921095711539679,198994.78422324944,138236.63009661285,829475.8435032651,7.491508171091608,6.030075847253344,6.741365395050439,101.15125256486759,63.735991180592755,124.98620667950337
2,169.57824197763404,0.0077205187920176485,-32.81542662066448,220.0,228.0,11.0,43.27340477895582,149.7973296017633,204.2962609377139,0.5342931752551875,1.84953532744888,2.5224291572789745,0.3606117064912988,1.2483110800146953,1.7024688411476174,2767071.684760825,1876615.1266264778,360683.9334675004,8.836700025481422,7.646385236687081,10.754233289902269,151.1640072481997,158.37713563328433,134.12082505234628
3,169.5496430813826,-0.016313041712007058,-32.823837336388216,4.0,164.0,163.0,106.74588744722622,292.63784165158023,372.79995223365256,1.3179827064901355,3.613175399867862,4.602930396425967,0.8895490620602192,2.4386486804298366,3.106666268613774,153515.9319200801,3246657.103637588,3310067.2888942705,,7.7730794038615745,5.120597817798281,68.20947027278622,197.8378042225184,236.42433385246042
4,169.55066479377388,-0.01545443469301579,-32.823952542061576,3.0,163.0,164.0,106.74588744722622,273.7925483659376,367.43831074848845,1.3179827064901355,3.3804941112187685,4.5367306492990345,0.8895490620602192,2.2816045697161487,3.0619859229040736,120138.64787848416,3310067.2888942705,3246657.103637588,2.7592363572747214,5.120597817798281,7.7730794038615745,56.22261756789084,236.42433385246042,197.8378042225184
5,169.5597107322161,-0.007852953489391013,-32.82187884035568,1.0,9.0,8.0,167.83596596020715,184.39819741714751,229.85166595767302,2.072256889259372,2.276749400991275,2.8379596444868223,1.398633049668394,1.536651645142897,1.915430549647277,300878.522351187,198994.78422324944,271516.4661763392,7.115745728385726,7.491508171091608,4.955755816010569,143.8411199487337,101.15125256486759,129.32872063370806
6,169.57078062934357,0.0014498005877713613,-32.818276063303664,229.0,238.0,195.0,123.29729610856542,181.52258586552009,322.1259278499798,1.5223415900535036,2.24124446130447,3.9772623786397183,1.0274774675713794,1.5126882155460022,2.684382732083168,4493371.364955885,1572508.3822773797,3529672.082460086,6.999191011618774,6.22163193589614,11.042717594304515,206.49403244763676,133.23018305780784,122.3970643475605
7,169.58936756015825,0.01707133520656805,-32.8120623025012,12.0,150.0,162.0,166.6840777171596,225.88374153897945,313.42448625815337,2.0580346197138915,2.7889680075295336,3.8698263938554684,1.389033980976331,1.8823645128248303,2.611870718817947,489204.3748191739,2294241.0954990946,12305812.686567632,2.8847556963290595,11.348099196874626,9.011395519030977,152.22736701301,305.93851668853137,202.0037581198036
8,169.5575346257717,-0.00968162548875935,-32.82224704358147,185.0,5.0,165.0,191.7714710116428,229.85166595767302,268.5783980872987,2.367786604579746,2.8379596444868223,3.3161154259070345,1.5980955917636914,1.915430549647277,2.2381533173941577,2425876.236035655,138236.63009661285,986965.934478394,11.303199575464879,6.030075847253344,6.259489373743659,204.34655676222505,63.735991180592755,144.4378529590296
9,169.5613059365902,-0.006512456811937089,-32.821213589203765,1.0,5.0,209.0,145.68648305652394,184.39819741714751,203.14781017334428,1.7987790427316934,2.276749400991275,2.5082493300004494,1.2140540254710341,1.536651645142897,1.6928984181112037,300878.522351187,138236.63009661285,813506.5036065347,7.115745728385726,6.030075847253344,3.473490053540307,143.8411199487337,63.735991180592755,156.19467426104012
10,169.56331938382885,-0.004820466200079876,-32.82044050139017,193.0,203.0,9.0,103.22229904704534,166.50682722114325,229.21936418855682,1.2744772498651802,2.0558461223951365,2.830152666467267,0.8601858253920452,1.387556893509528,1.9101613682379743,563584.6648930832,1523091.894111564,198994.78422324944,5.454675003639839,7.540987862503874,7.491508171091608,123.49143071000321,137.40589531696244,101.15125256486759
