cloudnum,x,corr_x,y,nn_index,nn2_index,nn3_index,min_dist,min_dist2nd,min_dist3rd,mean_cloud_sep_nn,mean_cloud_sep_nn2,mean_cloud_sep_nn3,beam_sep_nn,beam_sep_nn2,beam_sep_nn3,mlum_nn,mlum_nn2,mlum_nn3
1,55.50398348136588,37.69367032808193,-47.22535918639542,7.0,3.0,16.0,52.93037946264729,132.0199821503719,251.99567119868544,0.9300552744473752,2.31976195859414,4.427890098570664,0.44108649552206064,1.100166517919766,2.0999639266557124,2357051.1536325477,3614499.3091358533,1574930.3740682637
2,55.50336920644008,37.69494203553325,-47.22298401937975,6.0,8.0,11.0,111.64683880784816,238.9555923542897,252.3000948303045,1.9617794612995905,4.1987590356241276,4.433239215790834,0.9303903233987348,1.9912966029524148,2.1025007902525377,10113029.795989472,541338.8799865057,3887319.6170462975
3,55.50501121156346,37.69428345606361,-47.22547846895275,1.0,10.0,7.0,132.0199821503719,155.21733660465762,178.77034804517356,2.31976195859414,2.727369500472033,3.1412263959214584,1.100166517919766,1.2934778050388138,1.4897529003764465,2284761.4102846403,1752904.1325110719,2357051.1536325477
4,55.50441904353882,37.694609076396716,-47.224454991793394,5.0,10.0,8.0,105.82160653046844,198.4608757025967,207.5374212096632,1.8594225906430817,3.4872144521257766,3.64670110437179,0.8818467210872373,1.6538406308549731,1.7294785100805263,998632.7545812692,1752904.1325110719,541338.8799865057
5,55.50527415500388,37.69490011810903,-47.22486238184153,10.0,4.0,3.0,96.76080268715685,105.82160653046844,184.23887026396503,1.7002125398035268,1.8594225906430817,3.2373154091621226,0.8063400223929736,0.8818467210872373,1.5353239188663756,1752904.1325110719,2618730.5230659004,3614499.3091358533
6,55.50243641788671,37.69445655484508,-47.22277584196272,2.0,26.0,11.0,111.64683880784816,199.75427329885503,210.97239764396042,1.9617794612995905,3.50994112192429,3.707058086179848,0.9303903233987348,1.6646189441571253,1.7581033136996698,2391759.892916309,7255851.117924581,3887319.6170462975
7,55.503536023163825,37.6934900553091,-47.22518535863363,1.0,3.0,16.0,52.93037946264729,178.77034804517356,202.095115073358,0.9300552744473752,3.1412263959214584,3.5510727416316383,0.44108649552206064,1.4897529003764465,1.6841259589446498,2284761.4102846403,3614499.3091358533,1574930.3740682637
8,55.50519367440413,37.695470400555415,-47.22398352355089,15.0,44.0,4.0,60.49885005057924,190.77937032516343,207.5374212096632,1.0630430984771162,3.3522404605446403,3.64670110437179,0.504157083754827,1.5898280860430285,1.7294785100805263,930546.5340923229,2110047.129299218,2618730.5230659004
9,55.50631295329555,37.69753501731494,-47.222149020634966,20.0,14.0,59.0,63.360302093470885,74.97903686143263,84.11053065633264,1.1133225144209915,1.3174787223124105,1.4779308870947083,0.5280025174455908,0.6248253071786053,0.7009210888027722,1835650.7514526504,3935031.1819122853,1992898.7230194598
10,55.50588673661665,37.694998145168974,-47.22530956595953,5.0,3.0,4.0,96.76080268715685,155.21733660465762,198.4608757025967,1.7002125398035268,2.727369500472033,3.4872144521257766,0.8063400223929736,1.2934778050388138,1.6538406308549731,998632.7545812692,3614499.3091358533,2618730.5230659004
